jornada,match_date,venue,referee,game_type,set1,set2,set3,set4,set5,home_team_id,home_team,home_position,home_player_lic,home_player_name,game_result_home,home_player2_lic,home_player2_name,match_score_home,running_score_home,away_team_id,away_team,away_position,away_player_lic,away_player_name,game_result_away,away_player2_lic,away_player2_name,match_score_away,running_score_away
14,07/02/23,,,singles,,,,,,,CTT OLESA,A,2301,DELGADO Francisco,3,,,,,,CT BARCINO,Y,16408,RIU Fernando,0,,,,
14,07/02/23,,,singles,,,,,,,CTT OLESA,B,13377,CHICA Eugenio,0,,,,,,CT BARCINO,X,257,PEÑA Clemente,3,,,,
14,07/02/23,,,singles,,,,,,,CTT OLESA,C,4348,LLONGUERAS Valenti,3,,,,,,CT BARCINO,Z,238,GARRIDO Antoni,2,,,,
14,07/02/23,,,singles,,,,,,,CTT OLESA,A,2301,DELGADO Francisco,0,,,,,,CT BARCINO,X,257,PEÑA Clemente,3,,,,
14,07/02/23,,,singles,,,,,,,CTT OLESA,C,4348,LLONGUERAS Valenti,2,,,,,,CT BARCINO,Y,16408,RIU Fernando,3,,,,
14,07/02/23,,,singles,,,,,,,CTT OLESA,B,13377,CHICA Eugenio,3,,,,,,CT BARCINO,Z,238,GARRIDO Antoni,2,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,A,7192,TASCON Armando,3,,,,,,CTT COLLBATO,Y,8331,PIFERRER David,1,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,B,6518,SJOBERG Olov,0,,,,,,CTT COLLBATO,X,7319,COMAJUAN Francisco,3,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,C,8417,MASCORT Juan Jose,3,,,,,,CTT COLLBATO,Z,4349,MORRAL Ramon,0,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,A,7192,TASCON Armando,1,,,,,,CTT COLLBATO,X,7319,COMAJUAN Francisco,3,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,C,8417,MASCORT Juan Jose,3,,,,,,CTT COLLBATO,Y,8331,PIFERRER David,2,,,,
14,07/02/23,,,singles,,,,,,,CTT JOSEP M. PALES,B,6518,SJOBERG Olov,2,,,,,,CTT COLLBATO,Z,4349,MORRAL Ramon,3,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,Y,92,RIPOLLES Jaime,3,,,,,,CTT ELS AMICS DE TERRASSA,A,8920,GARCIA Jose,2,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,X,7328,PIQUER Carlos,3,,,,,,CTT ELS AMICS DE TERRASSA,B,8489,ESTRADA Marià,1,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,Z,13098,CARDONA Eduard,3,,,,,,CTT ELS AMICS DE TERRASSA,C,14180,AGUILAR Antoni,2,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,X,7328,PIQUER Carlos,3,,,,,,CTT ELS AMICS DE TERRASSA,A,8920,GARCIA Jose,0,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,Y,92,RIPOLLES Jaime,3,,,,,,CTT ELS AMICS DE TERRASSA,C,14180,AGUILAR Antoni,2,,,,
14,08/02/23,,,singles,,,,,,,AGRUPACIÓ CONGRÉS,Z,13098,CARDONA Eduard,0,,,,,,CTT ELS AMICS DE TERRASSA,B,8489,ESTRADA Marià,3,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,A,4650,MUÑOZ Andreu,1,,,,,,CTT RIPOLLET,Y,8668,BARCELO Manuel,3,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,B,2064,FONTOVA Alex,3,,,,,,CTT RIPOLLET,X,6783,VILARDELL Alfredo,0,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,C,12219,ROMO Miquel,3,,,,,,CTT RIPOLLET,Z,11060,GUTIÉRREZ Santos Javier,0,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,A,4650,MUÑOZ Andreu,3,,,,,,CTT RIPOLLET,X,6783,VILARDELL Alfredo,1,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,C,12219,ROMO Miquel,3,,,,,,CTT RIPOLLET,Y,8668,BARCELO Manuel,0,,,,
14,07/02/23,,,singles,,,,,,,CTT ATENEU 1882,B,2064,FONTOVA Alex,3,,,,,,CTT RIPOLLET,Z,11060,GUTIÉRREZ Santos Javier,0,,,,
