jornada,match_date,venue,referee,game_type,set1,set2,set3,set4,set5,home_team_id,home_team,home_position,home_player_lic,home_player_name,game_result_home,home_player2_lic,home_player2_name,match_score_home,running_score_home,away_team_id,away_team,away_position,away_player_lic,away_player_name,game_result_away,away_player2_lic,away_player2_name,match_score_away,running_score_away
14,26/01/20,,,singles,,,,,,,FALCONS DE SABADELL A.E.,X,7115,ORTUÑO Ferran,1,,,,,,CTT SENTMENAT,B,12155,MASCLANS Jordi,3,,,,
14,26/01/20,,,singles,,,,,,,FALCONS DE SABADELL A.E.,Z,11143,BORRELL Carles,0,,,,,,CTT SENTMENAT,C,5587,FERNANDEZ Raul,3,,,,
14,26/01/20,,,singles,,,,,,,FALCONS DE SABADELL A.E.,X,7115,ORTUÑO Ferran,1,,,,,,CTT SENTMENAT,A,530,ORTEGA Juan Antonio,3,,,,
14,26/01/20,,,singles,,,,,,,FALCONS DE SABADELL A.E.,Y,11373,BUISAN Marti,2,,,,,,CTT SENTMENAT,C,5587,FERNANDEZ Raul,3,,,,
14,26/01/20,,,singles,,,,,,,FALCONS DE SABADELL A.E.,Z,11143,BORRELL Carles,1,,,,,,CTT SENTMENAT,B,12155,MASCLANS Jordi,3,,,,
14,26/01/20,,,singles,,,,,,,PROTEC BADALONA,X,8566,TARRAGA Alvaro,3,,,,,,"LLUÏSOS DE GRÀCIA ""A""",B,10103,GUERRA Carlos,1,,,,
14,26/01/20,,,singles,,,,,,,PROTEC BADALONA,Z,12740,CABELLO Jose Antonio,3,,,,,,"LLUÏSOS DE GRÀCIA ""A""",C,11263,INTROCASO Pablo,2,,,,
14,26/01/20,,,singles,,,,,,,PROTEC BADALONA,X,8566,TARRAGA Alvaro,2,,,,,,"LLUÏSOS DE GRÀCIA ""A""",A,3084,FOLCH Pau,3,,,,
14,26/01/20,,,singles,,,,,,,PROTEC BADALONA,Y,7799,ROJO Ivan,0,,,,,,"LLUÏSOS DE GRÀCIA ""A""",C,11263,INTROCASO Pablo,3,,,,
14,26/01/20,,,singles,,,,,,,PROTEC BADALONA,Z,12740,CABELLO Jose Antonio,3,,,,,,"LLUÏSOS DE GRÀCIA ""A""",B,10103,GUERRA Carlos,0,,,,
14,25/01/20,,,singles,,,,,,,CTT LA UNIÓ,X,7388,FERNANDEZ Carlos,3,,,,,,CTT RIPOLLET,B,6247,LLORENS Victor,1,,,,
14,25/01/20,,,singles,,,,,,,CTT LA UNIÓ,Z,1179,SÁNCHEZ Ivan,0,,,,,,CTT RIPOLLET,C,9031,PEÑARANDO Marta,3,,,,
14,25/01/20,,,singles,,,,,,,CTT LA UNIÓ,X,7388,FERNANDEZ Carlos,3,,,,,,CTT RIPOLLET,A,7399,GUTIERREZ Judith,0,,,,
14,25/01/20,,,singles,,,,,,,CTT LA UNIÓ,Y,8311,TRONCOSO Nestor,3,,,,,,CTT RIPOLLET,C,9031,PEÑARANDO Marta,2,,,,
14,25/01/20,,,singles,,,,,,,CTT LA UNIÓ,Z,1179,SÁNCHEZ Ivan,1,,,,,,CTT RIPOLLET,B,6247,LLORENS Victor,3,,,,
14,26/01/20,,,singles,,,,,,,CTT VILANOVA I LA GELTRU,B,10067,SILVA Javier,0,,,,,,"UE SANT CUGAT ""A""",X,4036,CHAPALAIN Laurent,3,,,,
14,26/01/20,,,singles,,,,,,,CTT VILANOVA I LA GELTRU,C,467,COBO Jose Antonio,1,,,,,,"UE SANT CUGAT ""A""",Z,8377,MOLA Hector,3,,,,
14,26/01/20,,,singles,,,,,,,CTT VILANOVA I LA GELTRU,A,1751,BLANCO Pere,3,,,,,,"UE SANT CUGAT ""A""",X,4036,CHAPALAIN Laurent,2,,,,
