jornada,match_date,venue,referee,game_type,set1,set2,set3,set4,set5,home_team_id,home_team,home_position,home_player_lic,home_player_name,game_result_home,home_player2_lic,home_player2_name,match_score_home,running_score_home,away_team_id,away_team,away_position,away_player_lic,away_player_name,game_result_away,away_player2_lic,away_player2_name,match_score_away,running_score_away
1,01/10/19,,,singles,,,,,,,CN SABADELL ''B'',B,1774,CANO Andres,2,,,,,,GIRBAU VIC TT,X,3254,CARCELLER Jordi,3,,,,
1,01/10/19,,,singles,,,,,,,CN SABADELL ''B'',C,4498,GARCIA Xavier,3,,,,,,GIRBAU VIC TT,Z,2080,AUSIO Pere,0,,,,
1,01/10/19,,,singles,,,,,,,CN SABADELL ''B'',A,8967,WEISZ Montserrat,0,,,,,,GIRBAU VIC TT,X,3254,CARCELLER Jordi,3,,,,
1,01/10/19,,,singles,,,,,,,CN SABADELL ''B'',C,4498,GARCIA Xavier,1,,,,,,GIRBAU VIC TT,Y,536,PLADEVALL Jordi,3,,,,
1,01/10/19,,,singles,,,,,,,CN SABADELL ''B'',B,1774,CANO Andres,3,,,,,,GIRBAU VIC TT,Z,2080,AUSIO Pere,2,,,,
1,01/10/19,,,singles,,,,,,,CTT ATENEU 1882 ''B'',B,5144,TOST Daniel,2,,,,,,TT PARETS,X,755,MOLINA Miguel,3,,,,
1,01/10/19,,,singles,,,,,,,CTT ATENEU 1882 ''B'',C,689,MANZANO Enric,0,,,,,,TT PARETS,Z,1996,MONTAÑANA Hector,3,,,,
1,01/10/19,,,singles,,,,,,,CTT ATENEU 1882 ''B'',A,546,SAIZ David,1,,,,,,TT PARETS,X,755,MOLINA Miguel,3,,,,
1,01/10/19,,,singles,,,,,,,CTT ATENEU 1882 ''B'',C,689,MANZANO Enric,2,,,,,,TT PARETS,Y,846,MARTÍN Agustí,3,,,,
1,01/10/19,,,singles,,,,,,,CTT ATENEU 1882 ''B'',B,5144,TOST Daniel,0,,,,,,TT PARETS,Z,1996,MONTAÑANA Hector,3,,,,
1,01/10/19,,,singles,,,,,,,BLANXART XALOC OLESA,B,2290,MOSCOSO Renato Victor,3,,,,,,EL CENTRE ''B'',X,3548,ALVAREZ Enrique Sotero,0,,,,
1,01/10/19,,,singles,,,,,,,BLANXART XALOC OLESA,C,308,GARCIA Benito,0,,,,,,EL CENTRE ''B'',Z,922,BURLO David,3,,,,
1,01/10/19,,,singles,,,,,,,BLANXART XALOC OLESA,A,645,SUÑE Manel,3,,,,,,EL CENTRE ''B'',X,3548,ALVAREZ Enrique Sotero,0,,,,
1,01/10/19,,,singles,,,,,,,BLANXART XALOC OLESA,C,308,GARCIA Benito,0,,,,,,EL CENTRE ''B'',Y,740,SERRANO Fabià,3,,,,
1,01/10/19,,,singles,,,,,,,BLANXART XALOC OLESA,B,2290,MOSCOSO Renato Victor,3,,,,,,EL CENTRE ''B'',Z,922,BURLO David,1,,,,
1,01/10/19,,,singles,,,,,,,SCR EL CIERVO ''A'',X,7559,GUASCH Josep,3,,,,,,CTT POBLENOU,B,328,BOIX Angel Antonio,0,,,,
1,01/10/19,,,singles,,,,,,,SCR EL CIERVO ''A'',Z,199,CASTELLS Francesc,3,,,,,,CTT POBLENOU,C,6639,FELIU Jose,2,,,,
1,01/10/19,,,singles,,,,,,,SCR EL CIERVO ''A'',X,7559,GUASCH Josep,1,,,,,,CTT POBLENOU,A,2259,CAYMEL Ismael,3,,,,
1,01/10/19,,,singles,,,,,,,SCR EL CIERVO ''A'',Y,557,VILLORO Xavier,3,,,,,,CTT POBLENOU,C,6639,FELIU Jose,1,,,,
1,01/10/19,,,singles,,,,,,,SCR EL CIERVO ''A'',Z,199,CASTELLS Francesc,1,,,,,,CTT POBLENOU,B,328,BOIX Angel Antonio,3,,,,
