jornada,match_date,venue,referee,game_type,set1,set2,set3,set4,set5,home_team_id,home_team,home_position,home_player_lic,home_player_name,game_result_home,home_player2_lic,home_player2_name,match_score_home,running_score_home,away_team_id,away_team,away_position,away_player_lic,away_player_name,game_result_away,away_player2_lic,away_player2_name,match_score_away,running_score_away
13,22/02/22,,,singles,,,,,,,TT PRAT,Y,11185,SPARTI Carlo,0,,,,,,ATT PREMIÀ DE MAR,A,612,BALLESTA Lluis Carles,3,,,,
13,22/02/22,,,singles,,,,,,,TT PRAT,X,842,RUIZ Amador,3,,,,,,ATT PREMIÀ DE MAR,B,69,VILARO Joan Mª,1,,,,
13,22/02/22,,,singles,,,,,,,TT PRAT,Z,684,JULIÀ Fèlix,3,,,,,,ATT PREMIÀ DE MAR,C,394,SERRA Josep,1,,,,
13,22/02/22,,,singles,,,,,,,TT PRAT,X,842,RUIZ Amador,2,,,,,,ATT PREMIÀ DE MAR,A,612,BALLESTA Lluis Carles,3,,,,
13,22/02/22,,,singles,,,,,,,TT PRAT,Y,11185,SPARTI Carlo,0,,,,,,ATT PREMIÀ DE MAR,C,394,SERRA Josep,3,,,,
13,22/02/22,,,singles,,,,,,,TT PRAT,Z,684,JULIÀ Fèlix,3,,,,,,ATT PREMIÀ DE MAR,B,69,VILARO Joan Mª,0,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,Y,3484,FERRERA Carlos Augusto,3,,,,,,AGRUPACIÓ CONGRÉS,A,27,MADURELL Josep,1,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,X,317,LALINDE Carlos,0,,,,,,AGRUPACIÓ CONGRÉS,B,2159,GARCIA Daniel,3,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,Z,14565,MATTSSON Tony Michael,3,,,,,,AGRUPACIÓ CONGRÉS,C,208,COCHRAN Jordi,0,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,X,317,LALINDE Carlos,2,,,,,,AGRUPACIÓ CONGRÉS,A,27,MADURELL Josep,3,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,Y,3484,FERRERA Carlos Augusto,3,,,,,,AGRUPACIÓ CONGRÉS,C,208,COCHRAN Jordi,0,,,,
13,22/02/22,,,singles,,,,,,,CTT SANT QUIRZE DEL VALLÈS,Z,14565,MATTSSON Tony Michael,3,,,,,,AGRUPACIÓ CONGRÉS,B,2159,GARCIA Daniel,0,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,Y,12195,SAÑA Orlando,3,,,,,,LLUÏSOS DE GRÀCIA,A,3332,CARBO Jose Mª,1,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,X,93,PUIG Jaume,3,,,,,,LLUÏSOS DE GRÀCIA,B,15072,FERREIRO Ricardo,1,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,Z,150,FONT Jordi,3,,,,,,LLUÏSOS DE GRÀCIA,C,5171,RAMOS Carlos,1,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,X,93,PUIG Jaume,1,,,,,,LLUÏSOS DE GRÀCIA,A,3332,CARBO Jose Mª,3,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,Y,12195,SAÑA Orlando,3,,,,,,LLUÏSOS DE GRÀCIA,C,5171,RAMOS Carlos,0,,,,
13,22/02/22,,,singles,,,,,,,SURIS CALELLA,Z,150,FONT Jordi,3,,,,,,LLUÏSOS DE GRÀCIA,B,15072,FERREIRO Ricardo,0,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,Y,8391,CARDOZO Sacha Frank,0,,,,,,EL CIERVO,A,11784,MORAN Francisco Jose,3,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,X,3468,MOMPART Jordi,1,,,,,,EL CIERVO,B,8332,MORA Isaac,3,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,Z,809,RIVERA Jordi,3,,,,,,EL CIERVO,C,5522,GUINOVART Antonio,1,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,X,3468,MOMPART Jordi,1,,,,,,EL CIERVO,A,11784,MORAN Francisco Jose,3,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,Y,8391,CARDOZO Sacha Frank,0,,,,,,EL CIERVO,C,5522,GUINOVART Antonio,3,,,,
13,22/02/22,,,singles,,,,,,,TT PARETS,Z,809,RIVERA Jordi,3,,,,,,EL CIERVO,B,8332,MORA Isaac,0,,,,
